i_event,id_x,id_y,id_z,v_x,v_y,v_z
128428,566.0,246.0,0,6.25,-11.75,1
128429,606.0,247.1578947368421,0,16.25,-11.460526315789473,1
128430,642.0,248.2,0,25.25,-11.200000000000003,1
128450,542.0909090909091,308.3636363636364,1,3.590909090909122,1.863636363636374,1
128454,776.5,475.5,0,58.875,45.625,1
128487,720.7142857142857,159.0,1,2.2142857142856656,-13.5,1
128488,720.7142857142857,159.0,1,2.2597402597401697,-13.363636363636374,1
128503,597.6363636363636,233.45454545454547,0,14.159090909090907,-14.886363636363633,1
128509,517.3333333333334,310.3333333333333,1,3.8333333333333712,2.3333333333333144,1
128510,517.6666666666666,310.1111111111111,1,3.952380952380963,2.111111111111086,1
128550,538.5,306.5,0,-0.625,3.375,1
128587,718.5,172.5,0,44.375,-30.125,1
128588,718.4545454545455,172.36363636363637,0,44.363636363636374,-30.159090909090907,1
128594,100.61538461538461,442.61538461538464,2,-52.25961538461539,67.74038461538464,1
128595,100.61538461538461,442.61538461538464,2,-52.25961538461539,67.74038461538464,1
128605,584.0,271.2,2,2.5,-1.3000000000000114,1
128609,513.5,308.0,0,-6.875,3.75,1
128610,513.7142857142857,308.0,0,-6.821428571428584,3.75,1
128642,700.0,382.0,2,18.77777777777783,14.666666666666686,1
128643,699.8571428571429,381.85714285714283,2,18.634920634920718,14.523809523809518,1
128694,152.875,374.875,1,-51.83928571428572,71.875,1
128695,152.875,374.875,1,-51.83928571428572,71.875,1
128701,921.5,3.0,0,95.125,-72.5,1
128702,921.4545454545455,2.909090909090909,0,95.11363636363637,-72.52272727272727,1
128705,581.5,272.5,1,2.2999999999999545,-2.0,1
128706,581.1666666666666,272.6666666666667,1,10.041666666666657,-5.083333333333329,1
128728,386.0,505.8,0,-38.75,53.2,1
128729,386.0,505.8,0,-38.75,53.2,1
128737,440.0,484.5,1,0.5,27.5,1
128740,575.2,337.5,2,2.3176470588235816,3.0882352941176237,1
128741,575.0909090909091,337.3636363636364,2,2.1409090909090764,2.9636363636363967,1
128742,681.2222222222222,367.3333333333333,1,18.34722222222217,13.208333333333314,1
128743,681.2222222222222,367.3333333333333,1,179.60683760683753,-26.43589743589746,1
128785,408.6,506.93333333333334,2,-30.76842105263154,28.143859649122817,1
128786,408.57142857142856,506.7857142857143,2,-30.796992481203006,27.996240601503757,1
128794,204.71428571428572,303.0,0,-84.07142857142857,2.5,1
128795,204.71428571428572,303.0,0,-84.07142857142857,2.5,1
128797,564.0,234.0,2,3.5,-1.5,1
128798,564.0,234.0,2,3.5,-1.4000000000000057,1
128805,579.2,274.5,0,9.550000000000011,-4.625,1
128810,788.3846153846154,304.61538461538464,2,38.851282051282055,2.7487179487179674,1
128811,788.2222222222222,304.6666666666667,2,38.767676767676676,2.8484848484848726,1
128817,532.2857142857143,319.0,2,3.2857142857143344,0.2857142857142776,1
128818,532.2,319.0,2,3.2000000000000455,0.3333333333333144,1
128837,439.5,457.0,0,-25.375,41.0,1
128840,572.8823529411765,334.4117647058824,1,0.8823529411764639,2.4117647058823763,1
128841,572.95,334.4,1,0.9500000000000455,2.3999999999999773,1
128842,662.875,354.125,0,30.46875,15.28125,1
128843,501.61538461538464,393.7692307692308,2,163.32967032967036,8.769230769230774,1
128844,313.7142857142857,440.0,2,-24.571428571428555,55.0,1
128848,532.3333333333334,351.1111111111111,2,1.1333333333333258,1.6111111111110858,1
128849,532.5454545454545,351.3636363636364,2,1.3916083916083153,1.8251748251748268,1
128866,702.2,288.5,2,25.08888888888896,-2.8333333333333144,1
128867,702.25,288.5,2,25.25,-2.928571428571445,1
128879,748.6666666666666,232.33333333333334,2,28.66666666666663,2.833333333333343,1
128880,748.6666666666666,232.33333333333334,2,28.66666666666663,2.833333333333343,1
128885,439.36842105263156,478.7894736842105,1,-22.63157894736844,22.28947368421052,1
128886,439.36842105263156,478.7894736842105,1,-22.63157894736844,22.28947368421052,1
128897,560.5,235.5,1,2.2142857142856656,-2.0,1
128898,560.5,235.4,1,2.0,-1.9749999999999943,1
128900,529.5,329.5,2,4.5,1.2142857142857224,1
128910,749.5333333333333,301.8666666666667,1,37.5333333333333,-0.6333333333333258,1
128911,749.4545454545455,301.8181818181818,1,37.704545454545496,-0.681818181818187,1
128917,529.0,318.7142857142857,1,3.875,0.5892857142857224,1
128918,529.0,318.6666666666667,1,3.8333333333333712,0.6666666666666856,1
128940,572.0,332.0,0,7.75,9.75,1
128941,572.0,332.0,0,7.75,9.75,1
128943,338.2857142857143,385.0,1,-23.214285714285722,58.0,1
128944,338.2857142857143,385.0,1,-23.0,58.0,1
128948,531.2,349.5,1,1.6545454545455414,2.136363636363626,1
128949,531.1538461538462,349.53846153846155,1,1.6538461538461888,2.038461538461547,1
128964,479.6666666666667,333.8888888888889,2,1.6666666666666856,2.888888888888914,1
128966,677.1111111111111,291.3333333333333,1,87.41111111111104,46.0333333333333,1
128967,677.0,291.42857142857144,1,24.0,-3.071428571428555,1
128976,508.2,314.5,2,0.914285714285711,2.5,1
128977,508.2,314.5,2,0.914285714285711,2.5,1
128979,720.0,229.5,1,27.75,1.5,1
128980,720.0,229.5,1,27.600000000000023,1.6999999999999886,1
128985,462.0,456.5,0,-19.75,40.875,1
128986,462.0,456.5,0,-19.75,40.875,1
128997,558.2857142857143,237.5,0,4.321428571428584,-13.875,1
128998,558.5,237.375,0,4.375,-13.90625,1
129000,525.0,328.2857142857143,1,4.714285714285666,1.2857142857142776,1
129004,592.5,344.5,2,1.3181818181818699,5.318181818181813,1
129005,592.5,344.5,2,1.2999999999999545,5.300000000000011,1
129010,712.0,302.5,0,42.75,2.375,1
129011,711.75,302.5,0,269.13461538461536,-186.11538461538464,1
129017,525.125,318.125,0,-3.96875,6.28125,1
129018,525.1666666666666,318.0,0,-3.958333333333343,6.25,1
129043,361.5,327.0,0,-44.875,8.5,1
129044,361.2857142857143,327.0,0,-561.7142857142858,-165.2,1
