i_event,id_x,id_y,id_z,v_x,v_y,v_z
48815,795.4,48.9,0,63.599999999999994,-61.025,1
48829,794.6153846153846,334.61538461538464,1,37.23076923076928,12.230769230769283,1
48830,794.6153846153846,334.61538461538464,1,37.23076923076928,12.230769230769283,1
48831,682.0,246.5,0,35.25,-11.625,1
48832,682.0,246.5,0,35.25,-11.625,1
48843,524.7142857142857,390.5,2,2.2142857142856656,16.0,1
48844,524.7142857142857,390.5,2,2.329670329670307,15.884615384615358,1
48847,921.1111111111111,82.33333333333333,1,46.0,11.666666666666657,1
48848,921.1428571428571,82.14285714285714,1,46.01785714285711,11.517857142857139,1
48849,562.3636363636364,232.54545454545453,0,5.3409090909090935,-15.113636363636367,1
48850,562.5,233.0,0,5.375,-15.0,1
48856,501.8333333333333,284.1666666666667,1,-0.27777777777777146,3.5,1
48857,501.8333333333333,284.1666666666667,1,-0.27777777777777146,3.5,1
48858,535.125,288.125,2,4.034090909090878,1.761363636363626,1
48859,535.125,288.125,2,4.034090909090878,1.761363636363626,1
48875,568.125,305.875,1,3.625,0.375,1
48878,461.5,480.7142857142857,1,-7.78125,34.62053571428572,1
48879,461.5,480.7142857142857,1,-7.78125,34.62053571428572,1
48881,897.8888888888889,65.66666666666667,1,57.013888888888914,15.541666666666671,1
48882,897.875,65.625,1,57.01785714285711,15.482142857142854,1
48885,527.2,229.0,1,1.914285714285711,-2.0,1
48887,257.0,463.8,1,-31.636363636363626,28.25454545454545,1
48929,757.3846153846154,322.38461538461536,0,54.09615384615384,7.34615384615384,1
48930,757.3846153846154,322.38461538461536,0,54.09615384615384,7.34615384615384,1
48940,584.6363636363636,259.45454545454544,2,3.136363636363626,-0.545454545454561,1
48941,585.2,259.6,2,3.7000000000000455,-0.39999999999997726,1
48943,522.5,374.5,1,1.8846153846153584,16.11538461538464,1
48944,522.3846153846154,374.61538461538464,1,1.7692307692307168,16.230769230769283,1
48947,875.1111111111111,70.66666666666667,0,83.52777777777777,-55.58333333333333,1
48948,875.125,70.625,0,83.53125,-55.59375,1
48951,1005.875,460.125,2,73.875,65.41071428571428,1
48952,1005.875,460.125,2,73.875,65.41071428571428,1
48956,502.1111111111111,280.6666666666667,0,-9.722222222222229,-3.0833333333333286,1
48957,502.1111111111111,280.6666666666667,0,-9.722222222222229,-3.0833333333333286,1
48958,531.0909090909091,286.3636363636364,1,3.215909090909122,2.238636363636374,1
48959,531.0909090909091,286.3636363636364,1,3.215909090909122,2.238636363636374,1
48964,489.38461538461536,14.384615384615385,2,-9.415384615384653,-30.615384615384613,1
48965,489.3636363636364,14.454545454545455,2,-9.350649350649348,-30.4025974025974,1
48975,564.5,305.5,0,417.88461538461536,-93.88461538461536,1
48978,469.28125,446.09375,0,-17.9296875,38.2734375,1
48979,469.28125,446.09375,0,-17.9296875,38.2734375,1
48981,840.875,50.125,0,656.4083333333333,-55.00833333333334,1
48982,840.8571428571429,50.142857142857146,0,656.3956043956044,-55.010989010989015,1
48985,525.2857142857143,231.0,0,-3.9285714285714164,-15.5,1
48987,288.6363636363636,435.54545454545456,0,-63.09090909090909,35.63636363636364,1
49006,536.5,249.5,2,2.2142857142856656,-3.5,1
49007,536.5,249.5,2,2.0,-3.5,1
49040,581.5,260.0,1,2.0,-1.5,1
49041,581.5,260.0,1,20.600000000000023,-9.899999999999977,1
49043,520.6153846153846,358.38461538461536,0,-5.09615384615384,16.34615384615384,1
49044,520.6153846153846,358.38461538461536,0,-5.09615384615384,16.34615384615384,1
49045,521.2,351.5,2,4.7000000000000455,1.0,1
49046,521.25,351.5,2,4.75,1.1000000000000227,1
49051,932.0,394.7142857142857,1,73.28571428571433,59.71428571428572,1
49052,932.0,394.7142857142857,1,73.28571428571433,59.71428571428572,1
49058,527.875,284.125,0,-3.28125,-2.21875,1
49059,527.875,284.125,0,-3.28125,-2.21875,1
49064,498.8,45.0,1,-11.449999999999989,-30.66666666666667,1
49065,498.7142857142857,44.857142857142854,1,-11.55844155844153,-30.779220779220786,1
49075,146.6153846153846,399.38461538461536,2,-46.88461538461539,2.8846153846153584,1
49076,146.58333333333334,399.4166666666667,2,-46.91666666666666,2.9166666666666856,1
49081,184.46666666666667,105.13333333333334,2,-46.53333333333333,-29.86666666666666,1
49082,184.46153846153845,105.15384615384616,2,-46.53846153846155,-29.84615384615384,1
49100,594.25,278.3333333333333,2,8.375,1.2083333333333144,1
49101,594.3846153846154,278.38461538461536,2,8.509615384615358,1.2596153846153584,1
49106,534.2857142857143,253.0,1,0.8857142857143572,-3.8000000000000114,1
49107,534.5,253.0,1,80.91666666666669,23.708333333333343,1
49140,579.5,261.5,0,9.625,-7.875,1
49141,560.9,269.9,2,10.399999999999977,-4.100000000000023,1
49142,551.0,276.0,2,0.5,2.0,1
49145,516.5,350.5,1,4.214285714285666,0.5,1
49146,516.5,350.4,1,4.2999999999999545,0.39999999999997726,1
49151,858.7142857142857,335.0,0,79.42857142857142,10.5,1
49152,858.7142857142857,335.0,0,79.42857142857142,10.5,1
49161,287.2857142857143,17.5,0,-63.42857142857143,-68.875,1
49162,287.3333333333333,17.5,0,-63.41666666666667,-68.875,1
49164,510.25,75.66666666666667,0,-7.6875,-54.33333333333333,1
49165,510.27272727272725,75.63636363636364,0,-7.681818181818187,-54.34090909090909,1
49167,566.8,25.6,2,3.4666666666665833,-38.06666666666666,1
49168,566.75,25.666666666666668,2,3.659090909090878,-37.96969696969697,1
49175,193.5,396.5,1,-45.78571428571428,9.0,1
49176,193.5,396.5,1,-45.78571428571428,9.0,1
49181,231.0,135.0,1,-49.28571428571428,-25.5,1
49182,231.0,135.0,1,-49.27272727272725,-25.545454545454533,1
49200,585.875,277.125,1,8.375,1.625,1
49201,585.875,277.125,1,8.375,1.625,1
49206,533.4,256.8,0,-1.9000000000000057,-9.049999999999997,1
49207,453.5833333333333,229.29166666666666,2,53.42948717948718,17.830128205128204,1
49235,539.0,334.0,2,-1.7142857142856656,12.5,1
49236,539.0,334.0,2,-1.7142857142856656,12.5,1
49241,550.5,274.0,1,-0.6111111111110858,0.6666666666666856,1
49242,550.5,274.0,1,2.375,-4.75,1
49245,512.2857142857143,350.0,0,-7.178571428571416,14.25,1
49246,512.2,350.0,0,-7.199999999999989,14.25,1
49267,563.3333333333334,63.666666666666664,1,-0.16666666666662877,-36.833333333333336,1
49268,563.0909090909091,63.63636363636363,1,-0.6233766233765436,-36.86363636363637,1
49275,239.28571428571428,387.5,0,-75.42857142857143,23.625,1
49276,239.28571428571428,387.5,0,-75.42857142857143,23.625,1
49279,421.6666666666667,394.4761904761905,2,-3.7333333333332916,-0.3638095238094934,1
49280,434.5,378.75,2,-9.300000000000011,8.149999999999977,1
49281,280.2857142857143,160.5,0,-298.1758241758242,-188.73076923076923,1
49282,280.27272727272725,160.54545454545453,0,-298.1888111888112,-188.6853146853147,1
49300,577.5,275.5,0,9.125,-4.375,1
49301,577.5,275.5,0,9.125,-4.375,1
49307,400.15384615384613,211.46153846153845,1,-4.846153846153868,-0.8914027149321271,1
49321,558.2857142857143,326.0,2,4.585714285714289,-2.6999999999999886,1
49322,558.125,325.875,2,4.740384615384642,-2.7403846153846416,1
49329,904.1666666666666,136.83333333333334,2,54.66666666666663,-10.166666666666657,1
49332,586.5,189.5,2,36.0,14.0,1
49333,586.5,189.5,2,36.0,14.0,1
49335,540.7142857142857,321.5,1,-1.7857142857143344,12.0,1
49336,540.7142857142857,321.5,1,253.39075630252097,66.47058823529412,1
49338,602.125,248.125,2,5.236111111111086,0.4583333333333428,1
49339,602.1428571428571,248.14285714285714,2,5.253968253968196,0.4761904761904816,1
49341,551.1111111111111,273.3333333333333,0,2.5277777777777715,-4.916666666666671,1
49367,563.5,100.5,0,5.625,-48.125,1
49368,563.7142857142857,100.5,0,5.678571428571416,-48.125,1
49378,626.0,299.0,2,6.615384615384642,4.384615384615358,1
49379,425.4,394.84,1,-70.60000000000002,95.33999999999997,1
49380,443.8,370.6,1,-52.311111111111074,70.93333333333334,1
49381,578.4615384615385,349.2307692307692,2,5.461538461538453,3.430769230769215,1
49382,578.4615384615385,349.2307692307692,2,5.461538461538453,3.430769230769215,1
49387,524.6363636363636,263.45454545454544,2,12.086363636363672,-0.4454545454545382,1
49388,524.5,263.5,2,0.0,2.0,1
49407,405.0,212.35294117647058,0,-166.16666666666663,-54.64705882352942,1
49419,97.71428571428571,39.5,0,-110.82142857142857,-63.375,1
49420,97.71428571428571,39.5,0,-110.82142857142857,-63.375,1
49421,553.7,328.7,1,4.7000000000000455,-2.8000000000000114,1
49422,553.3846153846154,328.61538461538464,1,4.2937062937062365,-3.0209790209789844,1
49429,849.5,147.0,1,52.89999999999998,-13.199999999999989,1
49430,155.0,465.8,2,-37.125,72.67500000000001,1
49431,155.0,465.77777777777777,2,-37.125,72.65277777777777,1
49432,550.5,175.5,1,34.5,13.0,1
49433,550.5,175.5,1,34.5,13.0,1
49435,542.5,309.5,0,0.375,4.125,1
49436,287.3235294117647,255.02941176470588,2,-32.676470588235304,-158.97058823529412,1
49437,148.13636363636363,225.3181818181818,2,-171.86363636363637,-188.6818181818182,1
49438,596.8888888888889,247.66666666666666,1,5.174603174603249,-0.8333333333333428,1
49439,596.8888888888889,247.66666666666666,1,5.161616161616166,-0.8787878787878753,1
49478,619.3846153846154,294.61538461538464,1,6.2735042735042725,1.948717948717956,1
49479,496.0,299.5,0,-11.25,1.625,1
49480,496.1111111111111,299.6666666666667,0,-11.222222222222229,1.6666666666666714,1
49481,573.0,345.8,1,5.0,2.8000000000000114,1
49482,573.0,345.8,1,5.0,2.8000000000000114,1
49487,512.55,263.9,2,-159.2714285714286,5.328571428571422,1
49488,524.5,261.5,1,-0.7000000000000455,2.0,1
49507,571.1666666666666,267.0,2,26.62820512820508,48.69230769230768,1
49513,514.5,43.5,2,88.02941176470586,-92.08823529411765,1
49514,514.25,43.5,2,128.08333333333331,-115.41666666666666,1
49521,549.0,331.5,0,2.0,9.625,1
49522,549.0909090909091,331.6363636363636,0,2.0227272727272805,9.659090909090907,1
49529,796.6,160.2,0,63.900000000000006,-33.2,1
49530,192.125,393.125,1,-35.04166666666666,76.29166666666669,1
49531,192.125,393.125,1,-35.04166666666666,76.29166666666669,1
49532,516.0,162.5,0,-6.25,-32.625,1
49533,516.0,162.5,0,-6.25,-32.625,1
49536,320.0,414.0,1,-30.0,18.0,1
49537,320.0,414.0,1,-30.0,18.0,1
49538,591.7142857142857,248.5,0,12.678571428571416,-11.125,1
49539,591.7272727272727,248.54545454545453,0,12.681818181818187,-11.113636363636367,1
49545,567.125,316.875,2,0.375,3.2083333333333144,1
49550,527.5,231.0,2,-3.617647058823536,-14.588235294117652,1
49551,527.6363636363636,231.1818181818182,2,-3.363636363636374,-14.318181818181813,1
49553,562.875,304.125,2,0.75,2.0,1
49554,562.8571428571429,304.14285714285717,2,0.7142857142857792,2.0,1
49578,613.1111111111111,292.6666666666667,0,18.02777777777777,-0.0833333333333286,1
49581,568.0,343.0,0,6.75,12.5,1
49582,568.0,343.0,0,6.75,12.5,1
49587,671.8214285714286,258.57142857142856,2,-73.26552795031057,-5.472049689441008,1
49588,525.2,259.5,0,-369.79999999999995,9.5,1
49597,561.0,251.5,2,5.888888888888914,-1.1666666666666572,1
49607,544.5384615384615,218.30769230769232,1,-18.12820512820508,-56.803418803418765,1
49612,563.6666666666666,293.8888888888889,2,3.6666666666666288,-1.1111111111110858,1
49613,426.47058823529414,135.58823529411765,2,-36.591911764705856,-0.2867647058823479,1
49614,386.1666666666667,158.91666666666666,2,139.66666666666669,-38.58333333333334,1
49630,227.16666666666666,316.8333333333333,0,-78.45833333333334,5.958333333333329,1
49631,227.16666666666666,316.8333333333333,0,-78.45833333333334,5.958333333333329,1
49636,350.0,396.0,0,-47.75,25.75,1
49637,350.0,396.0,0,-47.75,25.75,1
49645,566.75,313.6666666666667,1,-0.25,1.6666666666666856,1
49650,531.1176470588235,245.58823529411765,1,-3.4823529411764866,-14.111764705882337,1
49651,531.0,245.5,1,-4.25,-14.75,1
49653,562.125,302.125,1,1.0138888888889142,1.4583333333333144,1
49654,562.1428571428571,302.14285714285717,1,1.1428571428571104,1.4761904761904816,1
49672,539.0,286.2,2,-3.7999999999999545,-3.400000000000034,1
49673,539.0,286.2,2,-3.7999999999999545,-3.400000000000034,1
49687,745.0869565217391,264.04347826086956,1,-93.91304347826087,6.043478260869563,1
49688,895.0,250.0,1,88.5,-10.75,1
49697,555.1111111111111,252.66666666666666,1,4.111111111111086,-1.1333333333333542,1
49705,557.0,249.2,2,2.125,-0.9250000000000114,1
49706,558.0,249.0,2,2.75,-0.75,1
49707,562.6666666666666,275.1111111111111,0,5.416666666666657,-4.4722222222222285,1
49712,560.0,295.0,1,2.875,-0.125,1
49713,463.0625,135.875,1,217.5625,-18.125,1
49714,246.5,197.5,1,1.0,43.5,1
49743,75.88888888888889,448.6666666666667,2,-42.111111111111114,41.38095238095241,1
49744,75.88888888888889,448.6666666666667,2,-42.111111111111114,41.38095238095241,1
49745,567.0,312.0,0,6.5,4.75,1
49750,534.6,259.7,0,-1.5999999999999943,-8.325000000000003,1
49751,535.25,260.25,0,-1.4375,-8.1875,1
49753,561.1111111111111,300.6666666666667,0,5.0277777777777715,1.9166666666666714,1
49754,561.0,300.6666666666667,0,5.0,1.9166666666666714,1
49772,542.8,289.6,1,-4.311111111111131,-6.066666666666663,1
49773,542.8,289.6,1,-4.311111111111131,-6.066666666666663,1
49782,625.6666666666666,327.1111111111111,2,15.166666666666629,7.611111111111086,1
49783,625.6666666666666,327.1111111111111,2,15.166666666666629,7.611111111111086,1
49787,839.0,258.0,0,74.5,-8.75,1
49789,769.5,428.5,2,23.5,18.5,1
49790,769.5,428.5,2,23.5,18.5,1
49797,551.0,253.8,0,2.5,-9.799999999999997,1
49805,554.875,250.125,1,1.375,-0.875,1
49806,555.25,249.75,1,3.5625,-10.8125,1
49812,557.125,295.125,0,4.03125,0.53125,1
49813,245.5,154.0,0,-73.875,-34.75,1
49814,245.5,154.0,0,-73.875,-34.75,1
49837,593.8,340.5,2,8.299999999999955,11.0,1
49843,118.0,407.2857142857143,1,-45.28571428571428,49.28571428571428,1
49844,118.0,407.2857142857143,1,-45.28571428571428,49.28571428571428,1
49860,535.0,272.7142857142857,2,-1.875,0.8392857142857224,1
49861,535.125,272.875,2,-1.75,1.0,1
49868,699.0,193.0,2,19.799999999999955,-3.5,1
49872,547.1111111111111,295.6666666666667,0,1.5277777777777715,0.6666666666666714,1
49873,547.1111111111111,295.6666666666667,0,1.5277777777777715,0.6666666666666714,1
49882,610.5,319.5,1,14.700000000000045,6.0,1
49883,610.5,319.5,1,14.700000000000045,6.0,1
49889,746.0,410.0,1,25.5,15.5,1
49890,746.0,410.0,1,25.5,15.5,1
49901,559.2857142857143,254.0,2,2.2857142857143344,-1.0,1
49905,553.5,251.0,0,3.125,-10.5,1
49937,585.5,329.5,1,7.785714285714334,10.5,1
49943,163.28571428571428,358.0,0,-438.0989010989011,57.61538461538464,1
49944,163.28571428571428,358.0,0,-438.0989010989011,57.61538461538464,1
49960,536.875,271.875,1,-2.670454545454504,0.511363636363626,1
49961,536.875,271.875,1,-2.625,0.375,1
49968,679.2,196.5,1,19.200000000000045,-6.0,1
49982,595.8,313.5,0,-193.83636363636367,-78.04545454545456,1
49983,595.8,313.5,0,-193.70000000000005,-78.0,1
49989,720.5,394.5,0,44.875,25.375,1
49990,720.5,394.5,0,44.875,25.375,1
50001,557.0,255.0,1,2.0,-0.7142857142857224,1
50016,504.3,278.7,2,-1.5,-1.8000000000000114,1
50017,504.0,278.6666666666667,2,-1.8571428571428328,-1.619047619047592,1
50024,603.5,481.0,2,10.899999999999977,43.80000000000001,1
50025,603.2857142857143,481.0,2,10.785714285714334,44.0,1
50037,577.7142857142857,319.0,0,9.178571428571416,6.5,1
50043,601.3846153846154,300.38461538461536,2,8.259615384615358,5.259615384615358,1
50044,601.3846153846154,300.38461538461536,2,8.384615384615358,5.384615384615358,1
50060,539.5454545454545,271.3636363636364,0,-0.36363636363637397,-5.4090909090909065,1
50061,539.5,271.5,0,-0.375,-5.375,1
50068,660.0,202.5,0,29.75,-22.625,1
50076,724.4117647058823,491.11764705882354,2,-14.0,5.0,1
50077,724.4117647058823,491.11764705882354,2,-14.0,5.0,1
50079,591.6153846153846,316.61538461538464,2,6.901098901098976,6.615384615384642,1
50082,789.6363636363636,391.54545454545456,2,32.136363636363626,15.045454545454561,1
50083,789.5,391.5,2,32.0,15.0,1
50099,573.5,262.5,2,7.625,3.375,1
50100,573.5,262.5,2,7.625,3.375,1
50101,555.0,255.71428571428572,0,3.5,-9.32142857142857,1
50106,806.5,305.0,2,45.5,27.0,1
50107,806.3333333333334,304.6666666666667,2,45.33333333333337,26.666666666666686,1
50116,505.8,280.5,1,-2.1999999999999886,-1.5,1
50117,505.85714285714283,280.2857142857143,1,-2.142857142857167,-1.7142857142857224,1
50124,592.6,437.2,1,10.314285714285688,38.342857142857156,1
50125,592.5,437.0,1,10.200000000000045,38.30000000000001,1
50143,593.125,295.125,1,7.236111111111086,4.791666666666686,1
50144,593.0,295.0,1,7.2000000000000455,4.5,1
50174,743.125,364.125,2,20.25,14.25,1
50175,743.25,363.75,2,20.39285714285711,13.892857142857167,1
50176,738.4117647058823,486.11764705882354,1,-6.721568627451006,-9.415686274509824,1
50177,738.4117647058823,486.11764705882354,1,-6.5882352941176805,-9.382352941176464,1
50179,584.7142857142857,310.0,1,5.825396825396751,6.666666666666686,1
50182,757.5,376.5,1,32.136363636363626,11.954545454545439,1
50183,757.5,376.5,1,32.0,12.0,1
50191,744.8,340.0,2,22.299999999999955,10.5,1
50199,565.875,259.125,1,6.375,2.625,1
50200,565.875,259.125,1,6.375,2.625,1
50206,761.0,278.0,1,43.66666666666663,24.666666666666657,1
50207,761.0,278.0,1,43.5,24.5,1
50209,831.5,10.0,0,72.625,-70.75,1
50210,831.5,10.0,0,72.625,-70.75,1
50216,508.0,282.0,0,-8.25,-2.75,1
50217,508.0,282.0,0,187.8,-79.94999999999999,1
50224,582.2857142857143,398.85714285714283,0,10.321428571428584,26.464285714285708,1
50225,582.3,398.7,0,10.324999999999989,26.424999999999997,1
50232,546.0,242.0,2,2.0,1.5,1
50243,585.8888888888889,290.3333333333333,0,11.222222222222229,-0.6666666666666714,1
50244,585.8,290.5,0,11.199999999999989,-0.625,1
50257,966.0,254.8,2,51.61538461538464,-7.81538461538463,1
50262,563.6363636363636,324.54545454545456,2,10.136363636363626,1.045454545454561,1
50263,563.6363636363636,324.54545454545456,2,10.136363636363626,1.045454545454561,1
50266,653.125,290.875,2,9.625,0.375,1
50267,653.5,291.0,2,10.5,0.5,1
50270,452.5,482.5,2,-2.8846153846153584,24.88461538461536,1
50271,452.5,482.5,2,-2.8999999999999773,24.899999999999977,1
50274,722.875,349.875,1,217.16071428571428,40.875,1
50275,722.8571428571429,349.85714285714283,1,168.4571428571429,33.75714285714281,1
50276,745.1333333333333,495.53333333333336,0,51.03333333333333,50.63333333333334,1
50277,745.0,495.5,0,51.0,50.625,1
50279,578.8888888888889,303.3333333333333,0,9.472222222222229,2.5833333333333286,1
50282,725.3636363636364,364.54545454545456,0,305.3636363636364,327.54545454545456,1
50283,725.5,364.5,0,305.5,327.5,1
50291,722.5,329.5,1,22.0,10.0,1
50299,559.5,256.5,0,4.625,-9.125,1
50300,559.5,256.5,0,4.625,-9.125,1
50306,717.3333333333334,253.33333333333334,0,44.08333333333334,-9.916666666666664,1
50307,717.5,253.5,0,44.125,-9.875,1
50317,320.2,361.95,2,-187.8,35.44999999999999,1
50318,306.94117647058823,364.4117647058824,2,-201.05882352941177,37.911764705882376,1
50320,115.83333333333333,397.0,1,-106.29166666666667,26.0,1
50321,115.83333333333333,397.0,1,-106.29166666666667,26.0,1
50326,526.8181818181819,412.1818181818182,2,4.181818181818244,12.727272727272748,1
50327,526.8,412.2,2,4.199999999999932,12.699999999999989,1
50332,544.0,240.5,1,0.6153846153846416,-0.8846153846153868,1
50357,914.3846153846154,262.61538461538464,1,52.18461538461531,-12.384615384615358,1
50358,914.75,262.0,1,93.4375,-7.75,1
50362,553.5,323.5,1,-1.5,11.653846153846132,1
50363,553.5,323.5,1,-2.4166666666666288,12.583333333333314,1
50366,643.5,290.5,1,9.115384615384642,-0.11538461538464162,1
50367,643.0,290.5,1,10.0,-0.5,1
50370,455.38461538461536,457.61538461538464,1,-1.8153846153846303,23.61538461538464,1
50371,455.4,457.6,1,-1.8222222222222513,23.600000000000023,1
50374,505.7142857142857,309.0,0,218.21428571428572,-153.0,1
50375,554.4,316.1,0,3.3499999999999943,5.775000000000006,1
50378,738.5,254.5,2,-4.5,14.5,1
50382,420.0,37.0,1,-15.5,10.5,1
50383,420.0,37.0,1,-15.615384615384642,10.384615384615383,1
50391,700.5,319.5,0,39.875,6.625,1
50417,508.0,326.5,1,1.125,0.375,1
50418,508.0,326.5,1,1.1428571428571672,0.3571428571428328,1
50426,522.6363636363636,399.45454545454544,1,5.636363636363626,13.454545454545439,1
50427,522.6,399.5,1,5.457142857142912,13.357142857142833,1
50432,543.3846153846154,241.3846153846154,0,0.5961538461538396,-12.903846153846153,1
50452,289.8333333333333,442.1666666666667,0,-62.79166666666667,37.29166666666667,1
50457,862.2,275.0,0,80.30000000000001,-4.5,1
50461,17.2,290.5,0,-130.95,-0.625,1
50462,555.0,311.84615384615387,0,3.5,4.711538461538467,1
50463,555.9166666666666,310.9166666666667,0,3.729166666666657,4.479166666666671,1
50466,634.3846153846154,290.61538461538464,0,23.34615384615384,-0.5961538461538396,1
50467,633.0,291.0,0,23.0,-0.5,1
50470,457.2,434.0,0,-20.950000000000003,35.25,1
50471,457.22222222222223,434.0,0,-20.944444444444443,35.25,1
50474,287.5,462.0,0,-63.375,42.25,1
50478,743.0,240.0,1,-5.5,12.5,1
50482,435.5,26.5,0,-26.375,-66.625,1
50483,435.61538461538464,26.615384615384617,0,-558.0274725274725,-214.0989010989011,1
50503,21.0,247.28571428571428,1,-63.0,17.785714285714278,1
50504,21.0,247.0,1,-63.0,17.5,1
50517,506.875,326.125,0,-8.53125,8.28125,1
50518,506.85714285714283,326.14285714285717,0,-8.535714285714292,8.285714285714292,1
50526,517.0,386.0,0,-6.0,23.25,1
50527,517.1428571428571,386.14285714285717,0,-5.964285714285722,23.285714285714292,1
50578,748.5,227.5,0,51.875,-16.375,1
50583,993.6428571428571,240.71428571428572,0,113.16071428571428,-13.07142857142857,1
50603,84.0,229.5,0,-114.25,-15.875,1
50604,84.0,229.5,0,-114.25,-15.875,1
50658,41.6,476.8,2,-256.67272727272723,115.07272727272726,1
50659,41.6,476.8,2,-369.3333333333333,159.66666666666669,1
50666,588.5,250.5,2,3.409090909090878,-0.13636363636362603,1
50712,816.0,156.0,2,37.799999999999955,-13.0,1
50713,816.0,156.0,2,37.77777777777783,-13.0,1
50758,298.27272727272725,361.72727272727275,2,20.97272727272724,3.127272727272725,1
50759,410.93333333333334,317.1333333333333,2,-2.8999999999999773,7.46666666666664,1
50766,585.0909090909091,250.63636363636363,1,2.215909090909122,-1.488636363636374,1
50787,383.0,193.2,2,-12.875,-4.675000000000011,1
50812,778.2,169.0,1,36.584615384615404,-14.615384615384613,1
50813,778.2222222222222,169.0,1,36.6388888888888,-14.583333333333343,1
50841,202.75,486.0,0,-84.5625,48.25,1
50842,131.0,308.5,0,-867.4,222.3,1
50843,59.4,131.0,0,-939.0,44.8,1
50858,277.3,358.6,1,-305.2,108.60000000000002,1
50859,413.8333333333333,309.6666666666667,1,-168.45238095238102,59.666666666666686,1
50866,582.875,252.125,0,10.46875,-10.21875,1
50887,395.875,197.875,1,-14.25,-3.0,1
50895,975.5,281.0,1,62.214285714285666,3.5,1
50896,975.5,281.0,1,62.214285714285666,3.5,1
50898,588.8,271.0,2,6.4363636363635806,2.545454545454561,1
50899,588.8,271.0,2,6.415384615384596,2.6153846153846416,1
50908,554.2857142857143,480.5,2,4.439560439560523,25.961538461538453,1
50909,554.3333333333334,480.5,2,4.515151515151501,25.95454545454544,1
50912,741.6153846153846,183.6153846153846,0,50.15384615384616,-27.346153846153847,1
50913,741.5833333333334,183.58333333333334,0,50.14583333333334,-27.354166666666664,1
50942,998.4,86.2,2,38.39999999999998,23.700000000000003,1
50943,998.4,86.2,2,38.39999999999998,23.700000000000003,1
50958,582.5,250.0,0,10.375,-10.75,1
50959,582.2857142857143,250.0,0,10.321428571428584,-10.75,1
50987,410.125,200.875,0,-32.71875,-23.03125,1
50995,913.2857142857143,277.5,0,93.07142857142858,-3.875,1
50996,913.2857142857143,277.5,0,93.07142857142858,-3.875,1
50998,582.3636363636364,268.45454545454544,1,6.363636363636374,2.7402597402597166,1
50999,582.3846153846154,268.38461538461536,1,6.384615384615358,2.8846153846153584,1
51008,549.8461538461538,454.53846153846155,1,6.846153846153811,26.538461538461547,1
51009,549.8181818181819,454.54545454545456,1,6.81818181818187,26.54545454545456,1
51042,960.0,62.5,1,35.0,19.785714285714285,1
51043,960.0,62.5,1,35.0,19.5,1
51063,369.8181818181818,441.1818181818182,2,-23.292929292929273,18.848484848484873,1
51064,369.61538461538464,441.38461538461536,2,-23.293706293706293,19.020979020978984,1
51068,992.5454545454545,457.6363636363636,0,112.88636363636363,41.15909090909091,1
51069,992.5,457.6,0,112.875,41.150000000000006,1
51086,108.5,180.0,2,-51.0,-20.5,1
51098,576.0,265.7142857142857,0,8.75,-6.821428571428569,1
51099,576.0,265.5,0,8.75,-6.875,1
51102,27.533333333333335,144.13333333333333,0,-552.5916666666667,-112.99166666666667,1
51103,27.545454545454547,144.0,0,-128.36363636363637,-37.25,1
51108,543.0,428.0,0,0.5,33.75,1
51109,543.0,428.0,0,0.5,33.75,1
51120,528.0,271.5,2,2.0,1.6999999999999886,1
51142,925.0,42.714285714285715,0,96.0,-62.57142857142857,1
51143,925.0,43.0,0,96.0,-62.5,1
51163,393.1111111111111,422.3333333333333,1,-21.888888888888914,18.619047619047592,1
51164,392.90909090909093,422.3636363636364,1,-22.090909090909065,18.363636363636374,1
51178,499.3636363636364,298.45454545454544,2,2.238636363636374,0.579545454545439,1
51186,159.5,200.5,1,-51.099999999999994,-16.69999999999999,1
51187,159.5,200.5,1,-95.375,-23.125,1
51201,580.2857142857143,257.0,2,3.1607142857143344,-0.125,1
51202,580.125,257.125,2,3.013888888888914,-0.20833333333331439,1
51220,526.0,269.8,1,1.7999999999999545,2.3000000000000114,1
51263,415.0,403.7142857142857,0,-31.5,27.67857142857143,1
51264,415.0,404.0,0,-31.5,27.75,1
51278,497.125,297.875,1,0.625,1.0749999999999886,1
51284,467.5,53.5,2,-18.375,-59.875,1
51285,467.5,53.5,2,-18.375,-59.875,1
51286,210.6,217.2,0,-82.6,-18.950000000000003,1
51301,577.125,257.125,1,3.0,-1.75,1
51302,577.1111111111111,257.3333333333333,1,3.0,-1.3333333333333712,1
51320,524.2,267.5,0,-4.199999999999989,-6.375,1
51324,434.1111111111111,437.3333333333333,2,-4.013888888888914,17.208333333333314,1
51325,434.14285714285717,437.2857142857143,2,-4.0,17.14285714285711,1
51349,111.0,149.8,2,-46.66666666666666,-16.088888888888874,1
51378,496.5,296.8,0,-11.125,0.9500000000000028,1
51401,574.125,258.875,0,8.28125,-8.53125,1
51402,574.1111111111111,258.6666666666667,0,8.277777777777771,-8.583333333333329,1
51407,5.5,189.5,0,-133.875,-25.875,1
51424,438.125,420.125,1,-2.75,18.0,1
51425,438.14285714285717,420.14285714285717,1,-2.7142857142856656,18.0,1
51449,157.66666666666666,165.88888888888889,1,-49.24242424242425,-9.474747474747488,1
51472,446.8888888888889,31.333333333333332,1,-2.111111111111086,-33.66666666666667,1
51473,446.8333333333333,31.0,1,-23.54166666666667,-65.5,1
